field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist,path_cost
225,7454001200,6/4/2014,390000,3,2.25,1250,7500,1,0,0,5,7,1250,0,1942,0,98146,47.5123,-122.373,1280,7392,1.333333333,0,0.977920297,0.388905442
226,8682281200,3/9/2015,479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,1,0,5.700641199,0.13224325
227,7972000200,5/29/2014,264950,4,2.25,1720,9753,1,0,0,4,7,1120,600,1978,0,98023,47.2922,-122.371,1510,9753,1.777777778,1,1.268428008,0.507470721
229,7202340400,3/3/2015,516500,3,2.5,1480,4729,2,0,0,3,7,1480,0,2004,0,98053,47.6794,-122.034,2250,4729,1.2,0,3.542785534,0.13224325
232,9264902050,11/21/2014,315000,6,2.75,2940,7350,1,0,0,3,8,1780,1160,1978,0,98023,47.3103,-122.339,2120,8236,2.181818182,1,2.079183046,0.511431829
234,3677400445,9/2/2014,475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,0,98108,47.5575,-122.303,2090,4800,2,1,1.428818259,0.221342097
237,7228500560,3/20/2015,410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740,4,1,1.010255099,0.086246356
240,3584000310,12/8/2014,225000,3,1.75,1430,8505,1,0,0,4,7,1430,0,1968,0,98003,47.3173,-122.319,1190,8640,1.714285714,0,1.883542836,0.498346866
241,8150100045,10/1/2014,210000,2,1,830,6000,1,0,0,3,6,830,0,1940,0,98126,47.5308,-122.376,830,4960,2,0,0.929059531,0.347466367
242,1868901275,1/27/2015,455000,2,1,1430,5000,1.5,0,0,2,7,1430,0,1925,0,98115,47.6727,-122.299,1450,3750,2,0,1.297024465,0.057490373
243,6131600075,4/27/2015,225000,3,1,1300,8316,1,0,0,4,6,1300,0,1954,0,98002,47.3221,-122.216,1260,8316,3,0,5.412998621,0.503535928
244,9468200125,8/26/2014,480000,2,1,1030,3060,1,0,2,4,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,2,1,0.340907379,0.111757066
246,2025069065,9/29/2014,2400000,4,2.5,3650,8354,1,1,4,3,9,1830,1820,2000,0,98074,47.6338,-122.072,3120,18841,1.6,1,0.021454074,0.13224325
247,7899800890,2/26/2015,181000,2,1.5,720,5120,1,0,0,3,6,720,0,1954,0,98106,47.5218,-122.357,1150,2566,1.333333333,0,2.0329386,0.349909962
248,3021059276,3/14/2015,250000,4,2,2010,7312,1,0,0,4,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650,2,0,7.13650295,0.503535928
249,3797001895,4/22/2015,481000,3,1.75,1560,3000,1,0,0,4,6,770,790,1918,0,98103,47.6846,-122.345,1390,3000,1.714285714,1,0.259547829,0.113741144
250,3832710960,9/23/2014,260000,3,2,1810,7209,1,0,0,4,7,1240,570,1978,0,98032,47.3656,-122.278,1750,7209,1.5,1,2.158540336,0.501579779
251,1310430400,5/13/2014,455000,4,2.5,3360,7685,2,0,0,3,9,3360,0,2001,0,98058,47.4369,-122.111,3060,6567,1.6,0,6.353921738,0.437399093
253,1105000588,4/21/2015,349500,3,1,1400,3538,1,0,0,3,7,800,600,1953,0,98118,47.5405,-122.27,1620,6331,3,1,0.376185658,0.264886682
254,3830630060,9/29/2014,245000,3,2.5,1730,7442,2,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,1.2,0,6.833285469,0.503535928
255,5101404898,5/19/2014,592500,2,2,1420,9191,1.5,0,2,5,7,1420,0,1928,0,98115,47.6979,-122.32,1420,6816,1,0,1.186943601,0.116706741
256,7972601890,10/20/2014,385000,4,1.75,2360,7620,1,0,0,4,7,1180,1180,1955,0,98106,47.5278,-122.345,1910,7620,2.285714286,1,2.642766513,0.324830702
259,1873100060,8/29/2014,693000,4,2.5,2460,4425,2,0,0,3,8,2460,0,2006,0,98052,47.7048,-122.109,2990,5659,1.6,0,3.278340283,0.13224325
260,8722101360,12/2/2014,780000,3,1,1660,4400,1.5,0,0,3,8,1460,200,1911,0,98112,47.6362,-122.302,1660,4400,3,1,0.532246136,0.035111818
261,8644000060,10/24/2014,237000,3,1.75,1270,8470,1,0,0,4,7,1270,0,1960,0,98198,47.4207,-122.29,1600,8470,1.714285714,0,2.213337855,0.532821775
263,1400300055,4/28/2015,425000,2,1,770,5040,1,0,0,3,5,770,0,1930,0,98144,47.5964,-122.299,1330,2580,2,0,0.587197944,0.128834605
265,8078560140,5/19/2014,290000,4,2.5,1700,7280,2,0,0,4,7,1700,0,1988,0,98031,47.4045,-122.171,1950,7475,1.6,0,6.909348838,0.503535928
267,7974200510,8/14/2014,415000,2,1,1070,4500,1,0,0,3,7,1070,0,1937,0,98115,47.6802,-122.29,1320,4465,2,0,1.289948413,0.082974699
268,2557000400,4/9/2015,272500,3,2.5,2070,9900,1,0,0,3,8,1420,650,1979,0,98023,47.2988,-122.371,2070,8250,1.2,1,1.691314262,0.507470721
271,6378500125,5/1/2015,436000,2,1,1040,7538,1,0,0,4,7,1040,0,1939,0,98133,47.7107,-122.352,1440,7530,2,0,1.204974679,0.173322766
273,2976800796,9/25/2014,236000,3,1,1300,5898,1,0,0,3,7,1300,0,1961,0,98178,47.5053,-122.255,1320,7619,3,0,0.574757966,0.352338568
274,4235400186,11/24/2014,331000,3,1.75,1080,1306,1,0,0,3,7,580,500,1954,2003,98199,47.6601,-122.4,1440,2225,1.714285714,1,0.340005009,0.169032903
275,4215100060,3/20/2015,365000,3,2.5,2653,4510,2,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927,1.2,0,6.389813782,0.437399093
279,9412900055,5/5/2015,405000,3,1.75,2390,6000,1,0,0,3,6,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000,1.714285714,1,0.222399475,0.276832378
281,6874200960,2/27/2015,170000,2,1,860,5265,1,0,0,3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775,2,0,1.195684366,0.342627298
282,7424700045,5/13/2015,2050000,5,3,3830,8480,2,0,1,5,9,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556,1.666666667,1,0.30396879,0.09427673
283,7202360350,6/30/2014,780000,4,2.5,3500,7048,2,0,0,3,9,3500,0,2005,0,98053,47.6811,-122.025,3920,7864,1.6,0,3.882702156,0.13224325
285,1509500060,9/5/2014,370000,4,2.5,2720,8666,2,0,0,3,9,2720,0,1992,0,98030,47.3846,-122.169,2410,8100,1.6,0,8.26231727,0.503535928
287,6647200060,2/9/2015,405000,3,1.75,1670,6720,1,0,0,3,7,1140,530,1980,0,98034,47.7198,-122.193,1670,7320,1.714285714,1,1.466954089,0.128667689
291,6619910140,2/24/2015,630000,4,1.75,2950,9025,1,0,2,4,8,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600,2.285714286,1,0.623543233,0.128667689
292,1115450240,10/22/2014,360000,4,2.5,2160,9528,2,0,0,3,9,2160,0,1992,0,98001,47.3341,-122.255,2280,9937,1.6,0,3.408128758,0.501579779
294,9297300045,7/9/2014,550000,3,2,1970,4166,2,0,3,5,8,1270,700,1929,0,98126,47.5717,-122.375,2390,4166,1.5,1,0.813076742,0.266985301
296,5468730030,8/22/2014,265000,3,2,1320,8959,1,0,0,3,7,1320,0,1993,0,98042,47.3536,-122.144,1740,7316,1.5,0,10.71726095,0.503535928
297,8079030390,3/4/2015,446500,3,2.5,2650,7286,2,0,0,3,8,2650,0,1990,0,98059,47.5084,-122.154,2400,7220,1.2,0,2.251546225,0.415300639
298,600000152,6/2/2014,404000,3,1.5,2030,8880,1,0,0,3,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592,2,1,1.685681171,0.224632579
301,3260800030,8/11/2014,335000,3,2.5,2440,7632,2,0,0,3,8,2440,0,1998,0,98003,47.3494,-122.301,2510,7903,1.2,0,1.071454962,0.501579779
302,2747100024,6/19/2014,576000,3,2.5,1940,9000,1,0,0,4,7,970,970,1948,0,98117,47.6933,-122.393,2190,7310,1.2,1,0.508219261,0.197026372
303,5104530560,4/1/2015,208633,3,2.5,2040,3810,2,0,0,3,8,2040,0,2006,0,98038,47.3537,-122,2370,4590,1.2,0,14.42789591,0.437399093
304,4330600350,1/15/2015,315000,3,2.25,2200,8750,1,0,0,4,7,1120,1080,1964,0,98166,47.476,-122.337,1460,10139,1.333333333,1,1.190196158,0.424582283
305,5016001535,2/17/2015,725000,3,1.75,1920,3300,1,0,0,4,8,960,960,1913,0,98112,47.6239,-122.298,1740,4000,1.714285714,1,0.715820409,0.066990345
306,7280300196,4/3/2015,550000,4,2.75,1800,7750,1,0,0,4,8,1400,400,1965,0,98177,47.7776,-122.384,1800,8275,1.454545455,1,0.444649058,0.353186925
307,8651520400,6/12/2014,610750,4,2.25,2180,7297,2,0,0,3,8,2180,0,1984,0,98074,47.6459,-122.058,2250,9781,1.777777778,0,1.093945961,0.13224325
308,7171200445,2/28/2015,550700,2,1,1010,5000,1.5,0,0,4,6,1010,0,1908,0,98105,47.6692,-122.297,1460,5000,2,0,0.940127006,0.051583341
310,3416600800,2/9/2015,834000,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,1928,0,98144,47.601,-122.294,2440,5750,1.6,1,0.394927166,0.121976941
312,1860600135,5/2/2014,2380000,5,2.5,3650,9050,2,0,4,5,10,3370,280,1921,0,98119,47.6345,-122.367,2880,5400,2,1,0.685868229,0.12920737
315,1328320800,11/5/2014,305000,4,2.25,1950,7700,1,0,0,3,8,1350,600,1979,0,98058,47.4441,-122.125,2150,7350,1.777777778,1,5.546983271,0.437399093
318,9521101455,7/23/2014,548000,2,1,1470,3864,1,0,0,4,7,1170,300,1916,0,98103,47.6638,-122.345,1570,3864,2,1,0.558125989,0.075610835
319,4337000335,11/22/2014,268750,4,1,800,8775,1,0,0,3,6,800,0,1943,0,98166,47.48,-122.336,1310,8775,4,0,1.19565836,0.417041068
320,325059286,5/13/2014,819900,5,2.75,3150,7119,2,0,0,3,9,3150,0,2013,0,98052,47.6759,-122.151,1560,8384,1.818181818,0,2.227330836,0.13224325
327,1959700550,9/5/2014,740000,4,2,2050,4400,1.5,0,0,4,9,2050,0,1922,0,98102,47.644,-122.319,2320,5500,2,0,0.123581445,0.042603418
328,1665400045,4/28/2015,186375,3,1,1000,7636,1,0,0,2,7,1000,0,1952,0,98166,47.472,-122.344,1150,7600,3,0,1.015303695,0.437550476
330,3179100060,9/16/2014,880000,4,3.5,2800,6750,2,0,0,3,9,1890,910,1951,2002,98105,47.669,-122.275,2370,6120,1.142857143,1,0.471717702,0.075249257
333,9550201550,4/8/2015,640000,2,1,1070,5000,1,0,0,3,7,1070,0,1924,0,98103,47.6666,-122.331,1710,5000,2,0,0.572630221,0.060735923
334,191100045,7/3/2014,940000,4,2,2490,9525,2,0,0,5,9,2490,0,1968,0,98040,47.5639,-122.217,2770,9525,2,0,0.344358867,0.240961112
335,5009600070,10/7/2014,260000,4,2.5,1960,5238,2,0,0,3,7,1960,0,2003,0,98038,47.3483,-122.052,1800,5894,1.6,0,14.33313469,0.437399093
336,200350070,6/2/2014,559900,3,2.75,2930,5569,1,0,0,3,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045,1.090909091,1,4.829207607,0.275708061
337,2877103726,7/22/2014,791500,4,2,1510,3500,1.5,0,0,5,7,1510,0,1911,0,98103,47.6794,-122.357,1820,3750,2,0,0.553723657,0.121146111
338,405100295,8/26/2014,265000,3,1.75,1420,8250,1,0,0,3,7,1420,0,1954,0,98133,47.7535,-122.354,1740,8000,1.714285714,0,1.201486741,0.271553586
341,1115300070,11/6/2014,684000,4,3.5,3040,8414,2,0,0,3,9,2420,620,2010,0,98059,47.5222,-122.157,3470,8066,1.142857143,1,2.14405877,0.393844328
342,6414100671,9/9/2014,425000,3,1.75,2500,6840,1,0,0,3,8,1300,1200,1957,0,98125,47.7222,-122.32,1580,8691,1.714285714,1,1.888315191,0.17116505
344,7852110140,7/18/2014,552250,4,2.5,2580,5823,2,0,0,3,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823,1.6,0,8.637596955,0.418648795
345,3969300030,7/23/2014,165000,4,1,1000,7134,1,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,4,0,1.227075729,0.394898723
346,3969300030,12/29/2014,239900,4,1,1000,7134,1,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,4,0,1.227075729,0.394898723
349,7374200030,4/16/2015,387000,4,1.75,2500,7690,1,0,0,3,7,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646,2.285714286,1,1.995384886,0.283724745
353,3363900111,12/3/2014,437500,2,1,990,3120,1,0,2,5,7,790,200,1907,0,98103,47.68,-122.353,1930,3120,2,1,0.411552835,0.117243139
355,6607000126,6/4/2014,375000,4,1.75,2200,7475,1,0,0,5,7,1100,1100,1955,0,98118,47.543,-122.28,1600,5766,2.285714286,1,0.938930686,0.254245954
356,5416510830,8/6/2014,300000,4,2.5,1910,4862,2,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091,1.6,0,13.57003255,0.437399093
357,2201500030,10/6/2014,420000,4,1,1750,9600,1.5,0,0,4,7,1750,0,1954,0,98006,47.5759,-122.137,1750,10530,4,0,1.19817346,0.240961112
359,952003285,8/5/2014,679900,3,2.5,2440,5750,2,0,2,3,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750,1.2,1,1.329439193,0.279976246
362,8856950070,12/10/2014,329500,4,2.5,1820,7912,2,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.029,1820,8168,1.6,0,11.98303128,0.437399093
363,925059078,8/19/2014,604950,3,2.5,2110,5608,1,0,0,3,8,1340,770,2013,0,98033,47.6743,-122.184,2040,9363,1.2,1,1.023471539,0.13224325
364,7855801090,9/17/2014,795000,5,2.5,3040,9570,1,0,2,4,8,1640,1400,1966,0,98006,47.5651,-122.164,2920,8800,2,1,1.141495015,0.240961112
369,3291800710,11/20/2014,338000,4,3,2090,7500,1,0,0,3,7,1370,720,1986,0,98056,47.4888,-122.182,1810,7650,1.333333333,1,1.464735718,0.430182283
370,6838700060,12/4/2014,280000,3,2.25,1430,7222,2,0,0,3,7,1430,0,1993,0,98056,47.5112,-122.19,1430,7220,1.333333333,0,0.619430333,0.393844328
373,7683900200,12/23/2014,380000,5,3,3450,9914,2,0,0,3,9,3450,0,2004,0,98023,47.2813,-122.345,2860,9721,1.666666667,0,1.386329804,0.511431829
374,8155830060,8/11/2014,297000,3,2.25,1450,7562,2,0,0,3,7,1450,0,1994,0,98056,47.5038,-122.189,1650,7625,1.333333333,0,0.616797932,0.406654346
375,98020310,5/20/2014,730000,4,2.5,3230,7331,2,0,0,3,10,3230,0,2004,0,98075,47.5823,-121.97,3480,7447,1.6,0,4.150278539,0.240961112
377,1545804860,10/27/2014,275000,3,3,1590,7750,1,0,0,3,7,1060,530,1997,0,98038,47.3624,-122.045,1680,7500,1,1,13.39132466,0.437399093
378,2883200160,4/29/2015,595000,4,2,2020,2849,2,0,0,3,7,2020,0,1960,0,98115,47.6831,-122.329,1910,3120,2,0,0.082754773,0.088478837
379,7132300695,4/21/2015,435000,3,1.5,1300,3348,1.5,0,0,3,7,1300,0,1904,2014,98144,47.592,-122.307,1590,2577,2,0,0.92235969,0.139195731
382,808300310,3/13/2015,389000,4,2.25,2130,5337,2,0,0,3,7,2130,0,2001,0,98019,47.7237,-121.959,2300,6930,1.777777778,0,8.186357865,0.13224325
383,8563040160,1/21/2015,560000,4,2.25,2550,7800,1,0,0,3,8,1580,970,1968,0,98052,47.6283,-122.095,2420,8050,1.777777778,1,0.364518347,0.13224325
386,9517200030,6/25/2014,365500,3,2,1410,9600,1,0,0,4,7,1410,0,1983,0,98072,47.7591,-122.146,1410,9600,1.5,0,4.966079814,0.275708061
387,2460700700,5/15/2014,252350,3,2,1650,7352,1,0,0,3,7,1160,490,1979,0,98058,47.4612,-122.169,1710,7350,1.5,1,3.391813644,0.437399093
390,7972600860,12/10/2014,345000,4,1,1550,7620,1.5,0,0,3,7,1550,0,1957,0,98106,47.5287,-122.35,1450,7620,4,0,2.607954681,0.326238357
391,8857320070,9/17/2014,490000,3,2.75,1980,3128,2,0,0,4,9,1980,0,1979,0,98008,47.6109,-122.114,1950,2856,1.090909091,0,0.309041958,0.13224325
396,7375300160,3/9/2015,530000,5,2.25,2720,8800,1,0,0,4,7,1500,1220,1958,0,98008,47.5976,-122.118,2110,8800,2.222222222,1,0.399378309,0.240961112
398,1604601375,6/19/2014,378750,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1909,2011,98118,47.5644,-122.289,1060,3500,1.2,1,0.627845792,0.202967769
399,2473251090,6/19/2014,269900,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1968,0,98058,47.4556,-122.157,1390,8750,2.285714286,0,4.006867277,0.437399093
400,9126100861,3/6/2015,557000,3,3.5,1710,2096,2,0,0,3,8,1290,420,2008,0,98122,47.6055,-122.305,1630,1543,0.857142857,1,0.994788153,0.10741691
402,6021501685,4/22/2015,352000,2,1,940,5000,1,0,0,4,7,940,0,1937,0,98117,47.6879,-122.385,1560,4500,2,0,1.022063414,0.177126322
404,8856950240,6/18/2014,322500,4,2.5,1820,6753,2,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.032,1820,7107,1.6,0,11.95900573,0.437399093
405,9385200055,9/12/2014,650000,3,3.25,1510,2000,2,0,0,3,9,1330,180,2001,0,98116,47.5815,-122.402,1510,1352,0.923076923,1,0.110055553,0.327973278
406,7821200390,8/6/2014,450000,3,2,1290,1213,3,0,0,3,8,1290,0,2001,0,98103,47.6609,-122.344,1290,3235,1.5,0,0.749949598,0.06923164
407,8078520310,4/17/2015,278500,3,2,1570,5250,1,0,0,3,7,1570,0,1998,0,98092,47.3163,-122.188,1570,5250,1.5,0,6.785364619,0.503535928
408,1565950030,4/27/2015,364950,4,2.5,1930,6957,2,0,0,3,8,1930,0,1995,0,98055,47.4309,-122.191,2090,6996,1.6,0,4.915152977,0.444468731
410,6700400140,3/18/2015,268000,3,2.5,1550,8134,2,0,0,3,7,1550,0,1991,0,98031,47.404,-122.191,1550,8134,1.2,0,6.747874577,0.503535928
413,1525200060,7/23/2014,577500,3,2.5,2000,7251,2,0,0,3,9,2000,0,1995,0,98034,47.7067,-122.2,2450,8118,1.2,0,0.59168345,0.128667689
414,1678400105,2/12/2015,339000,4,1.5,2390,7480,1.5,0,2,3,7,2390,0,1920,0,98178,47.504,-122.227,2850,6867,2.666666667,0,0.053854844,0.383212657
417,2697100140,1/5/2015,423000,4,2.25,2200,9351,1,0,0,5,7,1290,910,1962,0,98133,47.7448,-122.333,1910,8660,1.777777778,1,2.100351778,0.231803023
418,8724300030,12/23/2014,355000,3,2.25,1860,5028,2,0,0,3,8,1860,0,2012,0,98019,47.7318,-121.982,2320,5465,1.333333333,0,7.89887024,0.13224325
420,625049299,12/3/2014,482000,2,1,950,3960,1,0,0,3,7,950,0,1941,0,98103,47.6885,-122.337,1320,4050,2,0,0.251448548,0.108687179
421,6073200075,7/30/2014,625000,3,1.75,1600,9135,1,0,0,5,7,1600,0,1955,0,98006,47.5724,-122.179,1580,9800,1.714285714,0,0.253417141,0.240961112
424,7942600310,7/17/2014,375000,2,1,940,5120,1,0,0,3,7,940,0,1909,0,98122,47.6073,-122.308,1300,5120,2,0,1.178541578,0.103986875
425,1545808560,4/3/2015,245000,3,2.5,1530,8500,1,0,0,5,7,1030,500,1996,0,98038,47.3592,-122.046,1850,8140,1.2,1,13.606628,0.437399093
428,3754700160,5/6/2014,397000,4,2,1440,7680,1,0,0,3,7,1200,240,1971,0,98034,47.7245,-122.2,1460,9660,2,1,1.584275037,0.128667689
429,305500140,5/12/2015,365000,3,2.5,2200,4052,2,0,0,3,8,2200,0,2005,0,98058,47.4362,-122.178,2310,5082,1.2,0,4.792359995,0.437399093
430,5468750060,10/28/2014,328500,4,3,2290,8250,2,0,0,3,9,2290,0,1990,0,98042,47.3739,-122.156,2290,8250,1.333333333,0,9.135676639,0.503535928
432,3454000060,7/22/2014,1000000,4,2.5,2610,3277,1.5,0,0,5,8,1920,690,1922,0,98103,47.6636,-122.33,1810,3277,1.6,1,0.733026953,0.054504174
433,646910160,9/3/2014,237000,3,2.5,1490,2138,2,0,0,3,7,1490,0,2005,0,98055,47.4324,-122.197,1490,2094,1.2,0,4.765837939,0.487921296
434,8564950390,9/19/2014,525000,4,2.5,2450,5280,2,0,0,3,8,2450,0,2003,0,98011,47.7734,-122.224,2300,4674,1.6,0,1.787546678,0.275708061
435,2268400350,9/16/2014,749000,4,2.5,1710,9627,1,0,0,3,9,1440,270,1976,2014,98006,47.559,-122.164,2140,9131,1.6,1,1.414348391,0.240961112
437,11500890,3/12/2015,843000,3,2.5,3130,8750,2,0,0,3,10,3130,0,1991,0,98052,47.6954,-122.103,2860,9003,1.2,0,2.593558781,0.13224325
438,9528102772,7/8/2014,438000,2,2,1270,1372,3,0,0,3,8,1270,0,2000,0,98115,47.6776,-122.318,1610,3090,1,0,0.553153735,0.068701643
440,3353401710,9/23/2014,227950,3,1.5,1670,8230,1,0,0,5,7,1670,0,1954,0,98001,47.2613,-122.255,2077,4910,2,0,4.81922657,0.501579779
442,3179100435,7/15/2014,641000,2,1,1420,5332,1,0,0,3,8,1070,350,1953,0,98105,47.6694,-122.275,2400,5406,2,1,0.491018685,0.075221538
444,8857600960,8/19/2014,205000,3,1,940,7980,1,0,0,4,7,940,0,1960,0,98032,47.3838,-122.289,1150,8050,3,0,1.728587135,0.501579779
445,1774000200,12/2/2014,400000,3,1.75,1920,9102,1,0,0,3,7,1920,0,1968,0,98072,47.7487,-122.082,1920,9760,1.714285714,0,6.290993609,0.128667689
446,2024069128,11/10/2014,1030000,3,2.5,3545,9816,1,0,0,3,10,2610,935,2005,0,98027,47.5534,-122.078,3630,7704,1.2,1,0.159421484,0.393844328
447,1049010390,3/19/2015,505000,3,2,1260,5460,1,0,0,3,7,1260,0,1972,0,98034,47.7355,-122.18,1510,5460,1.5,0,2.70622191,0.275708061
448,7905370390,10/9/2014,475000,5,2.5,2340,7200,1,0,0,3,7,1300,1040,1975,0,98034,47.7206,-122.211,1930,7221,2,1,1.174580965,0.128667689
449,4140090240,11/5/2014,520000,3,2.25,2590,9263,1,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,1.333333333,1,0.823336084,0.29544035
451,3775300030,12/31/2014,333500,3,1.75,1220,9732,1,0,0,3,7,1220,0,1965,0,98011,47.7736,-122.214,1630,10007,1.714285714,0,2.182617702,0.275708061
454,2287000030,10/14/2014,811000,3,1.75,1870,9897,1,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,1.714285714,0,0.507984177,0.289317817
455,7702010030,5/20/2014,551000,3,2.5,2830,5802,2,0,0,3,9,2830,0,2001,0,98028,47.7605,-122.234,2500,5788,1.2,0,0.972732813,0.275708061
456,1529200340,1/8/2015,496500,3,2.5,2260,3640,2,0,0,3,8,2260,0,1994,0,98072,47.7356,-122.157,2350,3710,1.2,0,3.41252114,0.128667689
458,1742800030,6/12/2014,578000,4,2.5,3140,9225,1,0,2,5,9,1770,1370,1966,0,98055,47.4904,-122.226,2460,9600,1.6,1,0.772468458,0.410050561
459,1796360350,1/28/2015,255000,3,1.75,1240,8659,1,0,0,5,7,1240,0,1986,0,98042,47.3663,-122.089,1490,8223,1.714285714,0,10.94318264,0.437399093
460,6154500070,6/26/2014,1050000,4,3.5,3450,7832,2,0,0,3,10,3450,0,2007,0,98006,47.5637,-122.123,3220,8567,1.142857143,0,1.031646091,0.240961112
461,1843100340,3/5/2015,348000,3,2.25,2570,8491,2,0,0,4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049,1.333333333,0,9.613484791,0.503535928
462,8944290160,11/4/2014,230000,3,2,1510,3413,2,0,0,3,7,1510,0,1985,0,98031,47.3912,-122.167,1570,3777,1.5,0,7.844766954,0.503535928
464,7282300125,11/12/2014,330000,3,1,980,7000,1,0,0,3,6,980,0,1953,0,98133,47.7617,-122.357,1220,7000,3,0,1.071023271,0.29459901
465,8658300340,5/23/2014,80000,1,0.75,430,5050,1,0,0,2,4,430,0,1912,0,98014,47.6499,-121.909,1200,7500,1.333333333,0,7.757466163,0.13224325
466,2419600075,12/1/2014,465000,3,1.75,1480,6360,1,0,0,3,7,1480,0,1954,0,98133,47.7311,-122.353,1480,6360,1.714285714,0,0.942357199,0.226240724
467,2621760350,10/15/2014,325000,4,2.5,1850,7324,2,0,0,3,8,1850,0,1997,0,98042,47.3701,-122.107,2100,7329,1.6,0,10.3220593,0.437399093
469,4123840310,1/6/2015,342500,3,2.5,1810,5192,2,0,0,3,8,1810,0,1993,0,98038,47.3724,-122.042,1810,6200,1.2,0,12.72018751,0.437399093
471,8651611170,2/13/2015,868700,3,4.25,3840,6161,2,0,0,3,10,3840,0,2000,0,98074,47.6336,-122.064,3230,7709,0.705882353,0,0.35510467,0.13224325
472,8820902200,11/13/2014,1200000,4,2.75,4110,8400,2,0,1,3,9,3130,980,1928,0,98125,47.717,-122.281,2820,8400,1.454545455,1,0.133228002,0.180497115
474,1853080570,8/11/2014,859900,4,2.75,3390,6298,2,0,0,3,9,3390,0,2011,0,98074,47.5906,-122.062,3390,7111,1.454545455,0,1.01831146,0.240961112
475,3629920030,8/8/2014,520000,4,2.25,1890,3006,2,0,0,3,7,1890,0,2003,0,98029,47.5461,-121.998,1580,3000,1.777777778,0,2.96112421,0.416189966
476,1604602050,7/11/2014,460000,3,2.5,1610,2527,2,0,2,3,9,1080,530,2005,0,98118,47.5674,-122.29,1610,4173,1.2,1,0.530915932,0.195072037
477,6844700810,9/1/2014,438924,3,1.5,1050,4590,1,0,0,3,7,850,200,1949,0,98115,47.6943,-122.29,1770,5400,2,1,0.833268168,0.115810152
478,66000070,4/6/2015,315000,2,1,630,6550,1,0,0,3,5,630,0,1918,0,98126,47.5486,-122.38,1420,6550,2,0,0.857636782,0.312564832
480,2205700350,11/4/2014,378500,4,1.75,1700,8640,1,0,0,3,7,850,850,1955,0,98006,47.5772,-122.153,1620,9000,2.285714286,1,1.292432375,0.240961112
481,5466000030,6/3/2014,328500,3,2.5,1950,8130,2,0,0,4,9,1950,0,1990,0,98042,47.3875,-122.161,2350,7691,1.2,0,8.168295727,0.503535928
482,6189200125,3/25/2015,849950,3,3,2990,9773,2,0,0,4,8,2990,0,1973,0,98005,47.6344,-122.174,2230,11553,1,0,1.608222313,0.13224325
483,9169600135,10/27/2014,525000,3,1.5,1350,6000,1,0,2,3,7,900,450,1950,0,98136,47.5275,-122.391,1730,6012,2,1,0.207398759,0.368884916
485,8732131090,4/28/2015,295000,4,2.5,2160,7725,1,0,0,4,8,1460,700,1978,0,98023,47.3078,-122.378,2060,8250,1.6,1,1.285127058,0.508931224
487,1895000260,7/21/2014,207950,2,2,890,5000,1,0,0,3,6,890,0,1917,0,98118,47.5158,-122.264,1860,5000,1,0,0.355520189,0.323278901
488,8691370400,12/16/2014,699900,4,2.75,2810,7302,2,0,0,3,9,2810,0,2002,0,98075,47.5985,-121.977,2820,7302,1.454545455,0,4.314739231,0.13224325
489,5423010350,2/10/2015,1280000,5,2.5,3400,9500,2,0,1,4,8,3400,0,1977,0,98027,47.5645,-122.082,3080,11081,2,0,0.046048576,0.240961112
490,8562501040,11/20/2014,452000,4,1.5,1580,7350,1,0,0,4,7,960,620,1963,0,98052,47.6734,-122.154,1560,7350,2.666666667,1,2.241020217,0.13224325
